document	date	dialect/place	lemma	POS	infl	form	pref	MHG?	PGmc	inflcat	class	form.norm	cons	MHG.norm	C.obs	C.exp	C.coding	V.obs	V.exp	V.coding
M3.xml	1475	Mbair	ziehen	VVPP	--	geczogen		N	teuhan-	ppl	2	geczogen	h	gezogen	g	g	conservative	o	o	conservative
M3.xml	1475	Mbair	lieren-	VVPP	--	verloren	ver	N	leusan-	ppl	2	loren	s	loren	r	r	conservative	o	o	conservative
M3.xml	1475	Mbair	ziehen	VVFIN	3.Sg.Past.Ind	czoech		N	teuhan-	PastSgInd3	2	czoech	h	zôch	h	h	conservative	o	o	conservative
M3.xml	1475	Mbair	fliehen	VVFIN	3.Pl.Past.Ind	fluhen		N	fleuhan-	PastPlInd3	2	fluhen	h	vluhen	h	g	innovative	u	u	conservative
M3.xml	1475	Mbair	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
M3.xml	1475	Mbair	ziehen	VVINF	--	abcziehen	ab	N	teuhan-	inf	2	ziehen	h	ziehen	h	h	conservative	ie	ie	conservative
M3.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	czwgen		N	teuhan-	PastPlInd3	2	czwgen	h	zugen	g	g	conservative	o	u	innovative
M3.xml	1475	Mbair	ziehen	VVPP	--	erczogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
M3.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	czugen		N	teuhan-	PastPlInd3	2	czugen	h	zugen	g	g	conservative	u	u	conservative
M3.xml	1475	Mbair	ziehen	VVFIN	2.Sg.Past.Ind	erzuege	er	N	teuhan-	PastSgInd2	2	zuege	h	züge	g	g	conservative	u	u	conservative
M3.xml	1475	Mbair	ziehen	VVPP	--	abgeczogen	ab	N	teuhan-	ppl	2	geczogen	h	gezogen	g	g	conservative	o	o	conservative
Me.xml	1475	Mbair	ziehen	VVPP	--	gezogen		N	teuhan-	ppl	2	gezogen	h	gezogen	g	g	conservative	o	o	conservative
Me.xml	1475	Mbair	ziehen	VVFIN	3.Sg.Past.Ind	zogt		N	teuhan-	PastSgInd3	2	zogt	h	zôch	g	h	innovative	o	o	conservative
Me.xml	1475	Mbair	ziehen	VVFIN	3.Sg.Past.Ind	czucht		N	teuhan-	PastSgInd3	2	czucht	h	zôch	h	h	conservative	u	o	innovative
Me.xml	1475	Mbair	fliehen	VVFIN	3.Pl.Past.Ind	fluchen		N	fleuhan-	PastPlInd3	2	fluchen	h	vluhen	h	g	innovative	u	u	conservative
Me.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	czugen		N	teuhan-	PastPlInd3	2	czugen	h	zugen	g	g	conservative	u	u	conservative
Me.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	czugenn		N	teuhan-	PastPlInd3	2	czugenn	h	zugen	g	g	conservative	u	u	conservative
Me.xml	1475	Mbair	ziehen	VVPP	--	erzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
s1_fragment.xml	1375	OstND	ziehen	VVINF	--	anthen	an	N	teuhan-	inf	2	then	h	ziehen	h	h	conservative	ie	ie	conservative
s1_fragment.xml	1375	OstND	kiesen2	VVIMP	Pl	keset		N	keusan-	impPl.2	2	keset	s		s	s	conservative	ie	ie	conservative
s1_fragment.xml	1375	OstND	ziehen	VVFIN	3.Pl.Past.Ind	togen		N	teuhan-	PastPlInd3	2	togen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	fliehen	VVINF	--	vlein		N	fleuhan-	inf	2	vlein	h	vliehen	h	h	conservative	ie	ie	conservative
N1509.xml	1525	Rip	ziehen	VVPP	--	vpgetzogen	auf	N	teuhan-	ppl	2	etzogen	h	gezogen	g	g	conservative	o	o	conservative
N1509.xml	1525	Rip	fliehen	VVPP	--	gevluwen		N	fleuhan-	ppl	2	gevluwen	h	gevlieht	h	g	innovative	?	o	innovative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	Tzoigen		N	teuhan-	PastPlInd3	2	Tzoigen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Pres.Ind	tzeyn		N	teuhan-	PresPlInd3	2	tzeyn	h	ziehent	h	h	conservative	ie	ie	conservative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	tzogen		N	teuhan-	PastPlInd3	2	tzogen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Sg.Past.Ind	tzoich		N	teuhan-	PastSgInd3	2	tzoich	h	zôch	h	h	conservative	o	o	conservative
N1509.xml	1525	Rip	ziehen	VVPP	--	vyssgetzogen	aus	N	teuhan-	ppl	2	sgetzogen	h	gezogen	g	g	conservative	o	o	conservative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Sg.Past.Ind	tzoich		N	teuhan-	PastSgInd3	2	tzoich	h	zôch	h	h	conservative	o	o	conservative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	tzogen		N	teuhan-	PastPlInd3	2	tzogen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	tzogen		N	teuhan-	PastPlInd3	2	tzogen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	tzoigen		N	teuhan-	PastPlInd3	2	tzoigen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	ziehen	VVPP	--	durchgetzogen	durch	N	teuhan-	ppl	2	getzogen	h	gezogen	g	g	conservative	o	o	conservative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Sg.Past.Ind	tzoich		N	teuhan-	PastSgInd3	2	tzoich	h	zôch	h	h	conservative	o	o	conservative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	tzogen		N	teuhan-	PastPlInd3	2	tzogen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	vysstzogen	aus	N	teuhan-	PastPlInd3	2	stzogen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	tzogen		N	teuhan-	PastPlInd3	2	tzogen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	ziehen	VVPP	--	vpgetzogen	auf	N	teuhan-	ppl	2	etzogen	h	gezogen	g	g	conservative	o	o	conservative
N1509.xml	1525	Rip	lieren-	VVFIN	3.Sg.Past.Ind	verloir	ver	N	leusan-	PastSgInd3	2	loir	s	lôs	r	s	innovative	o	o	conservative
N1509.xml	1525	Rip	ziehen	VVPP	--	daehyntzeyn	dahin	N	teuhan-	ppl	2	zeyn	h	gezogen	h	g	innovative	?	o	innovative
N1509.xml	1525	Rip	ziehen	VVPP	--	vyssgetzoigen	aus	N	teuhan-	ppl	2	sgetzoigen	h	gezogen	g	g	conservative	o	o	conservative
N1509.xml	1525	Rip	zeihen	VVINF	--	vertzyen	ver	N	tīhan-	inf	1	zyen	h	zîhen	h	h	conservative	i	i	conservative
N1509.xml	1525	Rip	ziehen	VVFIN	3.Pl.Past.Ind	tzogen		N	teuhan-	PastPlInd3	2	tzogen	h	zugen	g	g	conservative	o	u	innovative
N1509.xml	1525	Rip	leihen	VVIMP	Sg	verlene	ver	N	līhwan-	impSg.2	1	lene	hw		h	h	conservative	eue	eue	conservative
M2.xml	1475	Mbair	ziehen	VVPP	--	erzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
M2.xml	1475	Mbair	lieren-	VVPP	--	verloren	ver	N	leusan-	ppl	2	loren	s	loren	r	r	conservative	o	o	conservative
M2.xml	1475	Mbair	ziehen	VVFIN	3.Sg.Past.Ind	czöch		N	teuhan-	PastSgInd3	2	czöch	h	zôch	h	h	conservative	o	o	conservative
M2.xml	1475	Mbair	fliehen	VVFIN	3.Pl.Past.Ind	flühen		N	fleuhan-	PastPlInd3	2	flühen	h	vluhen	h	g	innovative	u	u	conservative
M2.xml	1475	Mbair	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
M2.xml	1475	Mbair	ziehen	VVINF	--	abcziehen	ab	N	teuhan-	inf	2	ziehen	h	ziehen	h	h	conservative	ie	ie	conservative
M2.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
M2.xml	1475	Mbair	ziehen	VVPP	--	Erzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
M2.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zügen		N	teuhan-	PastPlInd3	2	zügen	h	zugen	g	g	conservative	u	u	conservative
M2.xml	1475	Mbair	ziehen	VVFIN	1.Sg.Past.Ind	zoch		N	teuhan-	PastSgInd1	2	zoch	h	zôch	h	h	conservative	o	o	conservative
M2.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zügen		N	teuhan-	PastPlInd3	2	zügen	h	zugen	g	g	conservative	u	u	conservative
M2.xml	1475	Mbair	ziehen	VVFIN	2.Sg.Past.Ind	erzugte	er	N	teuhan-	PastSgInd2	2	zugte	h	züge	g	g	conservative	u	u	conservative
M2.xml	1475	Mbair	ziehen	VVPP	--	abgezogen	ab	N	teuhan-	ppl	2	gezogen	h	gezogen	g	g	conservative	o	o	conservative
H.xml	1525	Obs	ziehen	VVPP	--	erczogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
H.xml	1525	Obs	lieren-	VVPP	--	vorlorn	ver	N	leusan-	ppl	2	lorn	s	loren	r	r	conservative	o	o	conservative
H.xml	1525	Obs	ziehen	VVFIN	3.Sg.Past.Ind	czoch		N	teuhan-	PastSgInd3	2	czoch	h	zôch	h	h	conservative	o	o	conservative
H.xml	1525	Obs	fliehen	VVFIN	3.Pl.Past.Ind	flohen		N	fleuhan-	PastPlInd3	2	flohen	h	vluhen	h	g	innovative	o	u	innovative
H.xml	1525	Obs	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
H.xml	1525	Obs	ziehen	VVFIN	3.Pl.Past.Ind	czogen		N	teuhan-	PastPlInd3	2	czogen	h	zugen	g	g	conservative	o	u	innovative
H.xml	1525	Obs	ziehen	VVPP	--	erczogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
H.xml	1525	Obs	ziehen	VVFIN	3.Pl.Past.Ind	czogen		N	teuhan-	PastPlInd3	2	czogen	h	zugen	g	g	conservative	o	u	innovative
H.xml	1525	Obs	ziehen	VVFIN	3.Pl.Past.Ind	czogen		N	teuhan-	PastPlInd3	2	czogen	h	zugen	g	g	conservative	o	u	innovative
H.xml	1525	Obs	ziehen	VVFIN	3.Pl.Past.Ind	czogen		N	teuhan-	PastPlInd3	2	czogen	h	zugen	g	g	conservative	o	u	innovative
H.xml	1525	Obs	zeihen	VVIMP	Sg	vorcziech	ver	N	tīhan-	impSg.2	1	ziech	h		h	h	conservative	ey	ey	conservative
H.xml	1525	Obs	ziehen	VVPP	--	erczogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
H.xml	1525	Obs	ziehen	VVPP	--	erczogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
H.xml	1525	Obs	lieren-	VVFIN	3.Sg.Past.Ind	vorlor	ver	N	leusan-	PastSgInd3	2	lor	s	lôs	r	s	innovative	o	o	conservative
H.xml	1525	Obs	fliehen	VVPP	--	geflohen		N	fleuhan-	ppl	2	geflohen	h	gevlieht	h	g	innovative	o	o	conservative
H.xml	1525	Obs	lieren-	VVPP	--	vorloren	ver	N	leusan-	ppl	2	loren	s	loren	r	r	conservative	o	o	conservative
H.xml	1525	Obs	lieren-	VVINF	--	vorleren	ver	N	leusan-	inf	2	leren	s	liesen	r	s	innovative	ie	ie	conservative
H.xml	1525	Obs	ziehen	VVIMP	Sg	entczuhe	en	N	teuhan-	impSg.2	2	tczuhe	h		g	h	innovative	eu	eu	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVPP	--	ertzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
s1496,97_fragment.xml	1475	Schwaeb	lieren-	VVPP	--	verloren	ver	N	leusan-	ppl	2	loren	s	loren	r	r	conservative	o	o	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVFIN	3.Sg.Past.Ind	zoch		N	teuhan-	PastSgInd3	2	zoch	h	zôch	h	h	conservative	o	o	conservative
s1496,97_fragment.xml	1475	Schwaeb	fliehen	VVFIN	3.Pl.Past.Ind	fluhen		N	fleuhan-	PastPlInd3	2	fluhen	h	vluhen	h	g	innovative	u	u	conservative
s1496,97_fragment.xml	1475	Schwaeb	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVPP	--	ertzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVFIN	1.Sg.Past.Ind	zoche		N	teuhan-	PastSgInd1	2	zoche	h	zôch	h	h	conservative	o	o	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVFIN	2.Sg.Past.Ind	ertzugest	er	N	teuhan-	PastSgInd2	2	zugest	h	züge	g	g	conservative	u	u	conservative
s1496,97_fragment.xml	1475	Schwaeb	ziehen	VVPP	--	abgetzogen	ab	N	teuhan-	ppl	2	getzogen	h	gezogen	g	g	conservative	o	o	conservative
Stu.xml	1475	Schwaeb	ziehen	VVPP	--	erzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
Stu.xml	1475	Schwaeb	lieren-	VVPP	--	verlorn	ver	N	leusan-	ppl	2	lorn	s	loren	r	r	conservative	o	o	conservative
Stu.xml	1475	Schwaeb	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
Stu.xml	1475	Schwaeb	ziehen	VVINF	--	abziehen	ab	N	teuhan-	inf	2	ziehen	h	ziehen	h	h	conservative	ie	ie	conservative
Stu.xml	1475	Schwaeb	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
Stu.xml	1475	Schwaeb	ziehen	VVPP	--	erzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
Stu.xml	1475	Schwaeb	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
Stu.xml	1475	Schwaeb	ziehen	VVFIN	1.Sg.Past.Ind	zoech		N	teuhan-	PastSgInd1	2	zoech	h	zôch	h	h	conservative	o	o	conservative
Stu.xml	1475	Schwaeb	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
Stu.xml	1475	Schwaeb	fliehen	VVPP	--	geflochen		N	fleuhan-	ppl	2	geflochen	h	gevlieht	h	g	innovative	o	o	conservative
Stu.xml	1475	Schwaeb	ziehen	VVPP	--	abgezogen	ab	N	teuhan-	ppl	2	gezogen	h	gezogen	g	g	conservative	o	o	conservative
M5.xml	1475	Mbair	ziehen	VVPP	--	erczogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
M5.xml	1475	Mbair	ziehen	VVFIN	3.Sg.Past.Ind	czogt		N	teuhan-	PastSgInd3	2	czogt	h	zôch	g	h	innovative	o	o	conservative
M5.xml	1475	Mbair	fliehen	VVFIN	3.Pl.Past.Ind	fluehen		N	fleuhan-	PastPlInd3	2	fluehen	h	vluhen	h	g	innovative	u	u	conservative
M5.xml	1475	Mbair	lieren-	VVPP	--	verloren	ver	N	leusan-	ppl	2	loren	s	loren	r	r	conservative	o	o	conservative
M5.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	czugen		N	teuhan-	PastPlInd3	2	czugen	h	zugen	g	g	conservative	u	u	conservative
M5.xml	1475	Mbair	ziehen	VVPP	--	czeczogen	er	N	teuhan-	ppl	2	zeczogen	h	gezogen	g	g	conservative	o	o	conservative
M.xml	1375	Mbair	ziehen	VVPP	--	gezogen		N	teuhan-	ppl	2	gezogen	h	gezogen	g	g	conservative	o	o	conservative
M.xml	1375	Mbair	lieren-	VVPP	--	verlorn	ver	N	leusan-	ppl	2	lorn	s	loren	r	r	conservative	o	o	conservative
M.xml	1375	Mbair	ziehen	VVFIN	3.Sg.Past.Ind	zoch		N	teuhan-	PastSgInd3	2	zoch	h	zôch	h	h	conservative	o	o	conservative
M.xml	1375	Mbair	fliehen	VVFIN	3.Pl.Past.Ind	fluchen		N	fleuhan-	PastPlInd3	2	fluchen	h	vluhen	h	g	innovative	u	u	conservative
M.xml	1375	Mbair	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
M.xml	1375	Mbair	ziehen	VVINF	--	abziehen	ab	N	teuhan-	inf	2	ziehen	h	ziehen	h	h	conservative	ie	ie	conservative
M.xml	1375	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
M.xml	1375	Mbair	ziehen	VVPP	--	erzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
M.xml	1375	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zvgen		N	teuhan-	PastPlInd3	2	zvgen	h	zugen	g	g	conservative	o	u	innovative
M.xml	1375	Mbair	ziehen	VVFIN	1.Sg.Past.Ind	zoech		N	teuhan-	PastSgInd1	2	zoech	h	zôch	h	h	conservative	o	o	conservative
M.xml	1375	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
M.xml	1375	Mbair	ziehen	VVFIN	2.Sg.Past.Ind	erzugde	er	N	teuhan-	PastSgInd2	2	zugde	h	züge	g	g	conservative	u	u	conservative
M.xml	1375	Mbair	ziehen	VVPP	--	abgezogen	ab	N	teuhan-	ppl	2	gezogen	h	gezogen	g	g	conservative	o	o	conservative
s1495_T1_fragment.xml	1475	Schwaeb	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
M4.xml	1475	Ofr	ziehen	VVPP	--	erczogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
M4.xml	1475	Ofr	lieren-	VVPP	--	verloren	ver	N	leusan-	ppl	2	loren	s	loren	r	r	conservative	o	o	conservative
M4.xml	1475	Ofr	ziehen	VVFIN	3.Sg.Past.Ind	zoch		N	teuhan-	PastSgInd3	2	zoch	h	zôch	h	h	conservative	o	o	conservative
M4.xml	1475	Ofr	fliehen	VVFIN	3.Pl.Past.Ind	fluhen		N	fleuhan-	PastPlInd3	2	fluhen	h	vluhen	h	g	innovative	u	u	conservative
M4.xml	1475	Ofr	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
M4.xml	1475	Ofr	ziehen	VVFIN	2.Pl.Pres.Ind	zihet		N	teuhan-	PresPlInd2	2	zihet	h		h	h	conservative	ie	ie	conservative
M4.xml	1475	Ofr	ziehen	VVINF	--	auszczihen	aus	N	teuhan-	inf	2	zczihen	h	ziehen	g	h	innovative	ie	ie	conservative
M4.xml	1475	Ofr	ziehen	VVFIN	3.Pl.Past.Ind	czugen		N	teuhan-	PastPlInd3	2	czugen	h	zugen	g	g	conservative	u	u	conservative
M4.xml	1475	Ofr	ziehen	VVPP	--	erczogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
M4.xml	1475	Ofr	ziehen	VVFIN	3.Pl.Past.Ind	czugen		N	teuhan-	PastPlInd3	2	czugen	h	zugen	g	g	conservative	u	u	conservative
M4.xml	1475	Ofr	ziehen	VVFIN	1.Sg.Past.Ind	czoch		N	teuhan-	PastSgInd1	2	czoch	h	zôch	h	h	conservative	o	o	conservative
M4.xml	1475	Ofr	ziehen	VVFIN	2.Sg.Past.Ind	erzügt	er	N	teuhan-	PastSgInd2	2	zügt	h	züge	g	g	conservative	u	u	conservative
M4.xml	1475	Ofr	ziehen	VVPP	--	abgeczogen	ab	N	teuhan-	ppl	2	geczogen	h	gezogen	g	g	conservative	o	o	conservative
M6.xml	1475	Mbair	ziehen	VVPP	--	ertzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
M6.xml	1475	Mbair	ziehen	VVFIN	3.Sg.Past.Ind	zog		N	teuhan-	PastSgInd3	2	zog	h	zôch	g	h	innovative	o	o	conservative
M6.xml	1475	Mbair	fliehen	VVFIN	3.Pl.Past.Ind	fluhen		N	fleuhan-	PastPlInd3	2	fluhen	h	vluhen	h	g	innovative	u	u	conservative
M6.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
M6.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
M6.xml	1475	Mbair	ziehen	VVFIN	3.Pl.Past.Ind	zugen		N	teuhan-	PastPlInd3	2	zugen	h	zugen	g	g	conservative	u	u	conservative
N.xml	1475	Ofr	lieren-	VVPP	--	vorlorn	ver	N	leusan-	ppl	2	lorn	s	loren	r	r	conservative	o	o	conservative
N.xml	1475	Ofr	lieren-	VVIMP	Sg	iubilire	jubi	N	leusan-	impSg.2	2	lire	s		r	s	innovative	ie	eu	innovative
N.xml	1475	Ofr	ziehen	VVFIN	3.Sg.Past.Ind	czoch		N	teuhan-	PastSgInd3	2	czoch	h	zôch	h	h	conservative	o	o	conservative
N.xml	1475	Ofr	ziehen	VVFIN	3.Sg.Past.Ind	czuch		N	teuhan-	PastSgInd3	2	czuch	h	zôch	h	h	conservative	u	o	innovative
N.xml	1475	Ofr	ziehen	VVINF	--	czin		N	teuhan-	inf	2	czin	h	ziehen	h	h	conservative	ie	ie	conservative
N.xml	1475	Ofr	fliehen	VVIMP	Sg	fluch		N	fleuhan-	impSg.2	2	fluch	h		h	h	conservative	eu	eu	conservative
N.xml	1475	Ofr	ziehen	VVFIN	3.Sg.Past.Ind	czuch		N	teuhan-	PastSgInd3	2	czuch	h	zôch	h	h	conservative	u	o	innovative
N.xml	1475	Ofr	fliehen	VVFIN	3.Pl.Past.Ind	vlogin		N	fleuhan-	PastPlInd3	2	vlogin	h	vluhen	g	g	conservative	o	u	innovative
N.xml	1475	Ofr	ziehen	VVFIN	3.Pl.Past.Ind	zogen		N	teuhan-	PastPlInd3	2	zogen	h	zugen	g	g	conservative	o	u	innovative
N.xml	1475	Ofr	lieren-	VVPP	--	vurlorn	ver	N	leusan-	ppl	2	lorn	s	loren	r	r	conservative	o	o	conservative
N.xml	1475	Ofr	ziehen	VVFIN	3.Sg.Pres.Ind	cziget		N	teuhan-	PresSgInd3	2	cziget	h	ziuhet	g	h	innovative	ie	eu	innovative
N.xml	1475	Ofr	kiesen2	VVIMP	Pl	kyset		N	keusan-	impPl.2	2	kyset	s		s	s	conservative	ie	ie	conservative
N.xml	1475	Ofr	ziehen	VVFIN	3.Pl.Past.Ind	czugen		N	teuhan-	PastPlInd3	2	czugen	h	zugen	g	g	conservative	u	u	conservative
N.xml	1475	Ofr	leihen	VVINF	--	vurlegin	ver	N	līhwan-	inf	1	legin	hw	lîhen	g	h	innovative	ei	ei	conservative
N.xml	1475	Ofr	ziehen	VVFIN	3.Pl.Past.Ind	czogin		N	teuhan-	PastPlInd3	2	czogin	h	zugen	g	g	conservative	o	u	innovative
N.xml	1475	Ofr	ziehen	VVFIN	3.Pl.Past.Ind	czogin		N	teuhan-	PastPlInd3	2	czogin	h	zugen	g	g	conservative	o	u	innovative
N.xml	1475	Ofr	ziehen	VVFIN	3.Pl.Past.Ind	czogin		N	teuhan-	PastPlInd3	2	czogin	h	zugen	g	g	conservative	o	u	innovative
Sa2.xml	1475	Ohchal	ziehen	VVPP	--	erzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
Sa2.xml	1475	Ohchal	lieren-	VVPP	--	verlorn	ver	N	leusan-	ppl	2	lorn	s	loren	r	r	conservative	o	o	conservative
Sa2.xml	1475	Ohchal	ziehen	VVFIN	3.Sg.Past.Ind	zoch		N	teuhan-	PastSgInd3	2	zoch	h	zôch	h	h	conservative	o	o	conservative
Sa2.xml	1475	Ohchal	fliehen	VVFIN	3.Pl.Past.Ind	fluchent		N	fleuhan-	PastPlInd3	2	fluchent	h	vluhen	h	g	innovative	u	u	conservative
Sa2.xml	1475	Ohchal	fliehen	VVFIN	3.Sg.Past.Ind	floch		N	fleuhan-	PastSgInd3	2	floch	h	vlôch	h	h	conservative	o	o	conservative
Sa2.xml	1475	Ohchal	ziehen	VVINF	--	vssziechen	aus	N	teuhan-	inf	2	ziechen	h	ziehen	h	h	conservative	ie	ie	conservative
Sa2.xml	1475	Ohchal	ziehen	VVPP	--	erzogen	er	N	teuhan-	ppl	2	zogen	h	gezogen	g	g	conservative	o	o	conservative
Sa2.xml	1475	Ohchal	ziehen	VVFIN	3.Pl.Past.Ind	zugend		N	teuhan-	PastPlInd3	2	zugend	h	zugen	g	g	conservative	u	u	conservative
Sa2.xml	1475	Ohchal	ziehen	VVFIN	1.Sg.Past.Ind	zoch		N	teuhan-	PastSgInd1	2	zoch	h	zôch	h	h	conservative	o	o	conservative
Sa2.xml	1475	Ohchal	ziehen	VVFIN	3.Pl.Past.Ind	zvgend		N	teuhan-	PastPlInd3	2	zvgend	h	zugen	g	g	conservative	o	u	innovative
Sa2.xml	1475	Ohchal	ziehen	VVFIN	3.Pl.Past.Ind	zvgend		N	teuhan-	PastPlInd3	2	zvgend	h	zugen	g	g	conservative	o	u	innovative
Sa2.xml	1475	Ohchal	ziehen	VVFIN	2.Sg.Past.Ind	zucht		N	teuhan-	PastSgInd2	2	zucht	h	züge	h	g	innovative	u	u	conservative
Sa2.xml	1475	Ohchal	fliehen	VVPP	--	geflohen		N	fleuhan-	ppl	2	geflohen	h	gevlieht	h	g	innovative	o	o	conservative
